"","estimation_error","taskisclosed","totalspenttime","activityafterdays","class"
"4431",0.6,0,1.1,0,"good"
"4432",0.6,0,1.1,0,"good"
"4433",0.6,0,1.1,0,"good"
"4434",0.6,0,1.1,0,"good"
"4435",0.6,0,1.1,0,"good"
"4436",0.6,0,1.1,0,"good"
"4437",0,0,0,0,"good"
"4438",0,0,0,0,"good"
"4439",0,0,0,0,"good"
"4440",0,1,2,0,"good"
"4441",0,1,2,0,"good"
"4442",0,1,2,0,"good"
"4443",0,1,2,0,"good"
"4444",0,1,2,0,"good"
"4445",0,0,0,0,"good"
"4446",0,0,0,0,"good"
"4447",0,0,0,0,"good"
"4448",0,0,0,1,"good"
"4449",0,0,0,0,"good"
"4450",0,0,0,0,"good"
"4451",0,0,0,0,"good"
"4452",0,0,0,0,"good"
"4453",0,0,0,0,"good"
"4454",0,0,0,0,"good"
"4455",0,0,0,0,"good"
"4456",0,0,0,0,"good"
"4457",0,1,2,0,"good"
"4458",0,1,2,0,"good"
"4459",0,1,2,0,"good"
"4460",0,1,2,0,"good"
"4461",0,1,2,0,"good"
"4462",0,1,2,0,"good"
"4463",0,1,2,1,"good"
"4464",0,7,0,0,"good"
"4465",0.9,5,0.1,0,"good"
"4466",0.4,1,0.1,0,"good"
"4467",1,8,0,0,"good"
"4468",0,33,0,0,"bad"
"4469",0,0,5,0,"good"
"4470",0.5,0,1.5,0,"good"
"4471",0.5,0,1.5,0,"good"
"4472",0.5,0,1.5,0,"good"
"4473",0.5,0,1.5,0,"good"
"4474",1,3,0,0,"good"
"4475",1,0,1,0,"good"
"4476",1,0,1,0,"good"
"4477",1,0,1,0,"good"
"4478",1,0,1,0,"good"
"4479",1,0,1,0,"good"
"4480",1,0,1,0,"good"
"4481",1,3,0,0,"good"
"4482",1,3,0,0,"good"
"4483",1,3,0,0,"good"
"4484",2,7,0,0,"good"
"4485",0,0,0,0,"good"
"4486",2,1,0,0,"good"
"4487",2,1,0,0,"good"
"4488",2,1,0,0,"good"
"4489",2,1,0,0,"good"
"4490",1,0,1,0,"good"
"4491",1,0,1,0,"good"
"4492",1,0,1,0,"good"
"4493",1,0,1,0,"good"
"4494",1,0,1,0,"good"
"4495",1,0,1,0,"good"
"4496",1,0,1,0,"good"
"4497",0,34,0,0,"bad"
"4498",0,34,0,0,"bad"
"4499",0,34,0,0,"bad"
"4500",0,34,0,0,"bad"
"4501",0,0,1,0,"good"
"4502",1,3,0,0,"good"
"4503",0,0,1,0,"good"
"4504",1,3,0,0,"good"
"4505",0,0,1,0,"good"
"4506",1,3,0,0,"good"
"4507",1,3,0,0,"good"
"4508",1,3,0,0,"good"
"4509",1,3,0,1,"good"
"4510",0,8,0,0,"good"
"4511",0,8,0,0,"good"
"4512",0,8,0,0,"good"
"4513",0,27,0,0,"medium"
"4514",0,27,0,0,"medium"
"4515",0,27,0,0,"medium"
"4516",0,27,0,0,"medium"
"4517",0,27,0,0,"medium"
"4518",2,0,0,0,"good"
"4519",2,7,0,0,"good"
"4520",0,5,0,0,"good"
"4521",0,5,0,0,"good"
"4522",0,5,0,0,"good"
"4523",0,5,0,0,"good"
"4524",1,0,1,0,"good"
"4525",1,0,1,0,"good"
"4526",0,34,0,0,"bad"
"4527",0,34,0,0,"bad"
"4528",0,70,0,0,"bad"
"4529",0,46,0,0,"bad"
"4530",0,92,0,0,"bad"
"4531",0,134,0,0,"bad"
"4532",0,40,0,0,"bad"
"4533",0,59,0,0,"bad"
"4534",0,8,0,0,"good"
"4535",0,59,0,0,"bad"
"4536",0.5,0,0.5,0,"good"
"4537",0.4,1,0.1,0,"good"
"4538",0.4,1,0.1,0,"good"
"4539",0.4,1,0.1,0,"good"
"4540",0.4,1,0.1,0,"good"
"4541",0.4,1,0.1,0,"good"
"4542",0.4,1,0.1,0,"good"
"4543",0.5,30,0.5,0,"bad"
"4544",0.7,6,0.3,0,"good"
"4545",0.7,6,0.3,0,"good"
"4546",0.7,6,0.3,0,"good"
"4547",2,0,0,0,"good"
"4548",2,52,0,0,"bad"
"4549",0,1,0,0,"good"
"4550",0,1,0,0,"good"
"4551",0,30,0,0,"bad"
"4552",0,30,0,0,"bad"
"4553",0,30,0,0,"bad"
"4554",0,134,0,0,"bad"
"4555",0,134,0,0,"bad"
"4556",0,27,0,0,"medium"
"4557",0,27,0,0,"medium"
"4558",7,134,7,0,"bad"
"4559",7,134,7,0,"bad"
"4560",0,40,0,0,"bad"
"4561",0,40,0,0,"bad"
"4562",0,22,0,0,"medium"
"4563",0,22,0,0,"medium"
"4564",0,59,0,0,"bad"
"4565",0,59,0,0,"bad"
"4566",0,59,0,0,"bad"
"4567",0,59,0,0,"bad"
"4568",0,25,0,0,"medium"
"4569",0,25,0,0,"medium"
"4570",0,8,0,0,"good"
"4571",0,8,0,0,"good"
"4572",0,53,0,0,"bad"
"4573",0,53,0,0,"bad"
"4574",0,59,0,0,"bad"
"4575",0,59,0,0,"bad"
"4576",0,70,0,0,"bad"
"4577",0,70,0,0,"bad"
"4578",0,70,0,0,"bad"
"4579",0,70,0,0,"bad"
"4580",0,75,0,0,"bad"
"4581",0,75,0,0,"bad"
"4582",0,46,0,0,"bad"
"4583",0,46,0,0,"bad"
"4584",0,103,0,0,"bad"
"4585",0,103,0,0,"bad"
"4586",0,92,0,0,"bad"
"4587",0,92,0,0,"bad"
"4588",0,34,0,0,"bad"
"4589",0.6,0,1.1,0,"good"
"4590",0.6,0,1.1,0,"good"
"4591",4,8,5,0,"good"
"4592",4,8,5,0,"good"
"4593",1.5,0,0.5,0,"good"
"4594",1.5,0,0.5,1,"good"
"4595",0,5,0,0,"good"
"4596",0,5,0,0,"good"
"4597",0,5,0,0,"good"
"4598",0,5,0,0,"good"
"4599",0,5,0,0,"good"
"4600",0,5,0,0,"good"
"4601",1,9,0,0,"good"
"4602",1,9,0,0,"good"
"4603",1,21,0,1,"medium"
"4604",1,9,2,0,"good"
"4605",1,9,2,0,"good"
"4606",1,9,2,0,"good"
"4607",1,9,2,0,"good"
"4608",1,9,2,0,"good"
"4609",0.5,30,0.5,0,"bad"
"4610",0.5,30,0.5,1,"bad"
"4611",0,34,0,0,"bad"
"4612",0,34,0,0,"bad"
"4613",0,34,0,0,"bad"
"4614",0,1,0,0,"good"
"4615",0,1,0,0,"good"
"4616",0,1,0,0,"good"
"4617",0,1,0,0,"good"
"4618",0,1,0,0,"good"
"4619",0,7,0,0,"good"
"4620",0,7,0,0,"good"
"4621",0,3,0.5,0,"good"
"4622",0,3,0.5,0,"good"
"4623",0,3,0.5,0,"good"
"4624",1.5,0,0.5,0,"good"
"4625",1.5,0,0.5,0,"good"
"4626",1.5,0,0.5,0,"good"
"4627",1,37,0,0,"bad"
"4628",1,37,0,0,"bad"
"4629",1,37,0,0,"bad"
"4630",1,37,0,0,"bad"
"4631",1,37,0,0,"bad"
"4632",1,37,0,0,"bad"
"4633",1,37,0,0,"bad"
"4634",1,37,0,0,"bad"
"4635",0,1,1,0,"good"
"4636",0,1,1,0,"good"
"4637",0,1,1,0,"good"
"4638",0.5,1,1,0,"good"
"4639",0.5,1,1,0,"good"
"4640",0.5,1,1,0,"good"
"4641",0,0,0,0,"good"
"4642",0,0,0,0,"good"
"4643",0,0,0,0,"good"
"4644",0,0,0,0,"good"
"4645",0,0,0,1,"good"
"4646",0,70,0,0,"bad"
"4647",0,70,0,0,"bad"
"4648",0,75,0,0,"bad"
"4649",0,75,0,0,"bad"
"4650",0,75,0,0,"bad"
"4651",0.5,30,0.5,0,"bad"
"4652",0,1,0,0,"good"
"4653",0.7,6,0.3,0,"good"
"4654",1,9,1,0,"good"
"4655",1,9,1,0,"good"
"4656",1.7,3,0.3,0,"good"
"4657",1.7,3,0.3,0,"good"
"4658",0,0,0,0,"good"
"4659",0,0,0,0,"good"
"4660",0,0,0,0,"good"
"4661",0,0,0,0,"good"
"4662",0,0,0,0,"good"
"4663",0,0,0,0,"good"
"4664",0,0,0,0,"good"
"4665",0,0,0,0,"good"
"4666",1,0,1,0,"good"
"4667",1,0,1,0,"good"
"4668",1,3,0,0,"good"
"4669",1,3,0,0,"good"
"4670",0,0,1,0,"good"
"4671",0,0,1,1,"good"
"4672",0,1,0,0,"good"
"4673",0,0,1,0,"good"
"4674",0,0,1,0,"good"
"4675",0,0,1,0,"good"
"4676",0,0,1,0,"good"
"4677",0,0,1,0,"good"
"4678",1,0,1,0,"good"
"4679",1,0,1,0,"good"
"4680",1,0,1,0,"good"
"4681",1,0,1,0,"good"
"4682",1,0,1,0,"good"
"4683",1,0,1,0,"good"
"4684",0.1,0,0.1,0,"good"
"4685",0.1,0,0.1,0,"good"
"4686",0.1,0,0.1,0,"good"
"4687",0.1,0,0.1,0,"good"
"4688",0.1,0,0.1,0,"good"
"4689",1,9,0,0,"good"
"4690",1,9,0,0,"good"
"4691",1,9,0,0,"good"
"4692",1,9,0,0,"good"
"4693",1,9,0,0,"good"
"4694",1,9,0,0,"good"
"4695",0.1,0,0,0,"good"
"4696",0.1,0,0,0,"good"
"4697",0.5,0,0.5,0,"good"
"4698",0.5,0,0.5,0,"good"
"4699",0.5,0,0.5,0,"good"
"4700",0.5,0,0.5,0,"good"
"4701",0.5,0,0.5,0,"good"
"4702",0.5,0,0.5,0,"good"
"4703",0.5,0,0.5,0,"good"
"4704",0.5,0,0.5,0,"good"
"4705",0.5,0,0.5,0,"good"
"4706",0.5,0,0.5,0,"good"
"4707",0.5,0,0.5,0,"good"
"4708",0.5,0,0.5,0,"good"
"4709",0,0,0,0,"good"
"4710",0,0,0,0,"good"
"4711",0,0,0,0,"good"
"4712",0.5,0,0.5,0,"good"
"4713",0.7,6,0.3,0,"good"
"4714",0,3,0,0,"good"
"4715",0.5,3,0.5,0,"good"
"4716",0,3,0,0,"good"
"4717",1,0,0,0,"good"
"4718",1.5,0,0.5,0,"good"
"4719",1.5,0,0.5,0,"good"
"4720",1.5,0,0.5,0,"good"
"4721",1.5,0,0.5,0,"good"
"4722",1.5,0,0.5,0,"good"
"4723",1.5,0,0.5,0,"good"
"4724",0,5,0,0,"good"
"4725",1,37,0,0,"bad"
"4726",1,37,0,0,"bad"
"4727",1,37,0,0,"bad"
"4728",1,37,0,0,"bad"
"4729",1,37,0,0,"bad"
"4730",1,37,0,0,"bad"
"4731",1,37,0,0,"bad"
"4732",0,1,1,0,"good"
"4733",0,1,1,0,"good"
"4734",0.5,1,1,0,"good"
"4735",0.5,1,1,0,"good"
"4736",2,19,0,0,"medium"
"4737",2,19,0,0,"medium"
"4738",8,23,9,0,"medium"
"4739",0,0,5,0,"good"
"4740",0,0,5,0,"good"
"4741",0,0,5,0,"good"
"4742",1,40,0,0,"bad"
"4743",0.5,0,0.5,0,"good"
"4744",0.7,6,0.3,0,"good"
"4745",0.9,5,0.1,0,"good"
"4746",0.5,1,0,0,"good"
"4747",0.5,0,0.5,0,"good"
"4748",0.4,1,0.1,0,"good"
"4749",0.4,1,0.1,0,"good"
"4750",0.4,1,0.1,0,"good"
"4751",0.4,1,0.1,0,"good"
"4752",0.9,5,0.1,0,"good"
"4753",0.9,5,0.1,1,"good"
"4754",0.7,6,0.3,0,"good"
"4755",0.5,3,0.5,0,"good"
"4756",1,0,0,0,"good"
"4757",0.5,0,0,0,"good"
"4758",0,10,0,0,"medium"
"4759",0.5,3,0.5,0,"good"
"4760",0,27,0,0,"medium"
"4761",0,1,0,0,"good"
"4762",0,103,0,0,"bad"
"4763",0,70,0,0,"bad"
"4764",0,75,0,0,"bad"
"4765",0,59,0,0,"bad"
"4766",0,25,0,0,"medium"
"4767",0,53,0,0,"bad"
"4768",0,22,0,0,"medium"
"4769",0.2,27,0.2,0,"medium"
"4770",0.2,27,0.2,0,"medium"
"4771",7,134,7,0,"bad"
"4772",7,134,7,0,"bad"
"4773",0.5,0,0.5,0,"good"
"4774",0.5,0,0.5,0,"good"
"4775",0.5,0,0.5,0,"good"
"4776",0.5,0,0.5,0,"good"
"4777",2,52,0,0,"bad"
"4778",2,52,0,0,"bad"
"4779",0.2,27,0.2,0,"medium"
"4780",0.2,27,0.2,0,"medium"
"4781",0,0,1,0,"good"
"4782",0,0,1,1,"good"
"4783",1,0,0,0,"good"
"4784",1,0,0,0,"good"
"4785",2,16,0,0,"medium"
"4786",2,16,0,0,"medium"
"4787",1,3,0,0,"good"
"4788",0,0,1,0,"good"
"4789",0,0,0,0,"good"
"4790",0,0,0,0,"good"
"4791",0.7,6,0.3,0,"good"
"4792",0.7,6,0.3,0,"good"
"4793",0.7,6,0.3,0,"good"
"4794",2,0,0,0,"good"
"4795",2,0,0,0,"good"
"4796",2,0,0,0,"good"
"4797",0,3,0,0,"good"
"4798",0,3,0,0,"good"
"4799",0,3,0,0,"good"
"4800",0,3,0,0,"good"
"4801",0,3,0,0,"good"
"4802",1,37,0,0,"bad"
"4803",0.7,6,0.3,0,"good"
"4804",0.7,6,0.3,0,"good"
"4805",0,0,1,0,"good"
"4806",0,0,1,0,"good"
"4807",0,0,1,0,"good"
"4808",0,0,1,0,"good"
"4809",0,0,1,0,"good"
"4810",0,0,1,0,"good"
"4811",0,0,1,0,"good"
"4812",0,0,1,0,"good"
"4813",0,0,1,0,"good"
"4814",0,0,1,0,"good"
"4815",0,75,0,0,"bad"
"4816",0,75,0,1,"bad"
"4817",0,1,0,0,"good"
"4818",0,0,1,0,"good"
"4819",0,0,1,0,"good"
"4820",0,0,1,0,"good"
"4821",0,0,1,0,"good"
"4822",0,0,1,0,"good"
"4823",0,0,1,0,"good"
"4824",0,0,1,0,"good"
"4825",0,0,1,0,"good"
"4826",0.2,27,0.2,0,"medium"
"4827",0.2,27,0.2,0,"medium"
"4828",0.2,27,0.2,0,"medium"
"4829",0.2,27,0.2,0,"medium"
"4830",0.2,27,0.2,0,"medium"
"4831",0.2,27,0.2,0,"medium"
"4832",0.2,27,0.2,0,"medium"
"4833",0.2,27,0.2,0,"medium"
"4834",0.2,27,0.2,0,"medium"
"4835",0.2,27,0.2,0,"medium"
"4836",0,70,0,0,"bad"
"4837",0,70,0,0,"bad"
"4838",0,75,0,0,"bad"
"4839",0,46,0,0,"bad"
"4840",0,103,0,0,"bad"
"4841",0,92,0,0,"bad"
"4842",0,134,0,0,"bad"
"4843",0,27,0,0,"medium"
"4844",7,134,7,0,"bad"
"4845",0,59,0,0,"bad"
"4846",0,59,0,0,"bad"
"4847",0,25,0,0,"medium"
"4848",0,8,0,0,"good"
"4849",0,53,0,0,"bad"
"4850",0,40,0,0,"bad"
"4851",0,22,0,0,"medium"
"4852",0,73,0,0,"bad"
"4853",0,73,0,0,"bad"
"4854",0,73,0,0,"bad"
"4855",0,59,0,0,"bad"
"4856",0,0,1,0,"good"
"4857",0.7,6,0.3,0,"good"
"4858",2,14,0,0,"medium"
"4859",2,28,0,0,"medium"
"4860",0,10,0,0,"medium"
"4861",0,10,0,0,"medium"
"4862",0.1,0,0,0,"good"
"4863",0.1,0,0,0,"good"
"4864",0,3,0,0,"good"
"4865",0.9,5,0.1,0,"good"
"4866",1,0,1,0,"good"
"4867",1,0,1,0,"good"
"4868",1,0,1,0,"good"
"4869",1,1,1,0,"good"
"4870",1,1,1,0,"good"
"4871",0.5,3,0.5,0,"good"
"4872",0.5,3,0.5,0,"good"
"4873",0.5,30,0.5,0,"bad"
"4874",0.5,30,0.5,0,"bad"
"4875",0.5,30,0.5,0,"bad"
"4876",0.5,30,0.5,0,"bad"
"4877",0.7,6,0.3,0,"good"
"4878",0.7,6,0.3,0,"good"
"4879",0.7,6,0.3,0,"good"
"4880",0.7,6,0.3,0,"good"
"4881",0.7,6,0.3,0,"good"
"4882",0.7,6,0.3,0,"good"
"4883",2,7,3,0,"good"
"4884",0.7,6,0.3,0,"good"
"4885",0.7,6,0.3,0,"good"
"4886",0.5,3,0.5,0,"good"
"4887",0.5,3,0.5,0,"good"
"4888",1,1,1,0,"good"
"4889",1,1,1,0,"good"
"4890",0,6,0,2,"good"
"4891",1,0,0,0,"good"
"4892",0,1,0,0,"good"
"4893",0,1,0,0,"good"
"4894",0,1,0,0,"good"
"4895",0,1,0,0,"good"
"4896",0,1,0,0,"good"
"4897",0,1,0,0,"good"
"4898",0,1,0,0,"good"
"4899",0,1,0,0,"good"
"4900",0,26,0,0,"medium"
"4901",0,26,0,0,"medium"
"4902",0,6,0,0,"good"
"4903",0,8,0,0,"good"
"4904",1,21,0,0,"medium"
"4905",1,21,0,0,"medium"
"4906",1,21,0,0,"medium"
"4907",1,21,0,0,"medium"
"4908",1.4,2,0.6,0,"good"
"4909",1.4,2,0.6,0,"good"
"4910",1,9,1,0,"good"
"4911",1,9,1,0,"good"
"4912",1,9,1,0,"good"
"4913",1,9,1,0,"good"
"4914",1,9,1,0,"good"
"4915",1,9,1,0,"good"
"4916",1,9,1,0,"good"
"4917",0.5,3,0.5,0,"good"
"4918",0.5,3,0.5,0,"good"
"4919",0,1,2,0,"good"
"4920",0,1,2,0,"good"
"4921",0.5,30,0.5,0,"bad"
"4922",0.5,0,0.5,0,"good"
"4923",0.4,1,0.1,0,"good"
"4924",0.4,1,0.1,0,"good"
"4925",0.5,30,0.5,0,"bad"
"4926",0,3,0,0,"good"
"4927",0,3,0,0,"good"
"4928",0,3,0,0,"good"
"4929",0,3,0,0,"good"
"4930",1,9,1,0,"good"
"4931",1,9,1,0,"good"
"4932",0.5,6,1.5,0,"good"
"4933",0.5,6,1.5,0,"good"
"4934",2,1,2,0,"good"
"4935",2,1,2,1,"good"
"4936",0.5,3,0.5,0,"good"
"4937",0,9,0,0,"good"
"4938",0,9,0,0,"good"
"4939",1.4,2,0.6,0,"good"
"4940",1.4,2,0.6,0,"good"
"4941",1.4,2,0.6,0,"good"
"4942",1,0,1,0,"good"
"4943",1,0,1,0,"good"
"4944",1,0,1,0,"good"
"4945",1,0,1,0,"good"
"4946",1,0,1,0,"good"
"4947",1,0,1,1,"good"
"4948",0.1,0,0,0,"good"
"4949",0.1,0,0,0,"good"
"4950",0,6,1,0,"good"
"4951",0,6,1,0,"good"
"4952",0,6,1,0,"good"
"4953",0,6,1,0,"good"
"4954",0,6,1,0,"good"
"4955",0,6,1,0,"good"
"4956",0,6,1,0,"good"
"4957",0,6,1,0,"good"
"4958",8,23,9,0,"medium"
"4959",8,23,9,0,"medium"
"4960",8,23,9,0,"medium"
"4961",8,23,9,0,"medium"
"4962",0,5,0,0,"good"
"4963",1,0,1,0,"good"
"4964",1,0,1,0,"good"
"4965",1,0,1,0,"good"
"4966",1,0,1,0,"good"
"4967",1,0,1,0,"good"
"4968",1,0,1,0,"good"
"4969",1,0,1,0,"good"
"4970",1,0,1,0,"good"
"4971",1,0,1,0,"good"
"4972",1,0,1,0,"good"
"4973",0,0,5,0,"good"
"4974",0,0,5,0,"good"
"4975",0.5,6,1.5,0,"good"
"4976",4,0,2,0,"good"
"4977",4,0,2,0,"good"
"4978",0.7,6,0.3,0,"good"
"4979",0.7,6,0.3,0,"good"
"4980",0.7,6,0.3,0,"good"
"4981",0.7,6,0.3,0,"good"
"4982",0.7,6,0.3,0,"good"
"4983",0.7,6,0.3,0,"good"
"4984",0.7,6,0.3,0,"good"
"4985",0.7,6,0.3,0,"good"
"4986",0.7,6,0.3,0,"good"
"4987",0.1,0,0.1,0,"good"
"4988",0.1,0,0.1,1,"good"
"4989",0,10,0,0,"medium"
"4990",0.7,6,0.3,0,"good"
"4991",3,0,5,0,"good"
"4992",3,0,5,0,"good"
"4993",3,0,5,0,"good"
"4994",3,0,5,0,"good"
"4995",3,0,5,0,"good"
"4996",3,0,5,0,"good"
"4997",3,0,5,0,"good"
"4998",1,0,1,0,"good"
"4999",0,0,0,0,"good"
"5000",0,0,5,0,"good"
"5001",0,0,5,0,"good"
"5002",0,0,5,0,"good"
"5003",0.5,6,1.5,0,"good"
"5004",1,1,1,0,"good"
"5005",0.5,6,1.5,0,"good"
"5006",0.5,0,0.5,0,"good"
"5007",0.1,0,0.1,0,"good"
"5008",8,23,9,0,"medium"
"5009",8,23,9,0,"medium"
"5010",1,0,2,0,"good"
"5011",1,0,2,0,"good"
"5012",1,0,1,0,"good"
"5013",0.3,3,0.2,0,"good"
"5014",4,0,2,0,"good"
"5015",0.1,0,0.1,0,"good"
"5016",0,5,0,0,"good"
"5017",0,6,1,0,"good"
"5018",1,37,0,0,"bad"
"5019",0.5,0,1.5,0,"good"
"5020",0.5,0,1.5,0,"good"
"5021",0,0,5,0,"good"
"5022",0.5,6,1.5,0,"good"
"5023",1,9,1,0,"good"
"5024",0.5,3,0.5,0,"good"
"5025",0.5,3,0.5,0,"good"
"5026",0.5,3,0.5,0,"good"
"5027",0.5,3,0.5,0,"good"
"5028",0.5,3,0.5,0,"good"
"5029",0.5,3,0.5,0,"good"
"5030",0.5,3,0.5,0,"good"
"5031",0.5,3,0.5,1,"good"
"5032",0,5,0,0,"good"
"5033",0,5,0,0,"good"
"5034",0,5,0,0,"good"
"5035",0,6,1,0,"good"
"5036",0,6,1,0,"good"
"5037",0,6,1,0,"good"
"5038",0,6,1,0,"good"
"5039",0,6,1,0,"good"
"5040",0,6,1,0,"good"
"5041",0,6,1,0,"good"
"5042",1,0,1,0,"good"
"5043",1,0,1,0,"good"
"5044",1,0,1,0,"good"
"5045",1,0,1,0,"good"
"5046",1,0,1,0,"good"
"5047",1,0,1,0,"good"
"5048",1,0,1,0,"good"
"5049",1,0,1,0,"good"
"5050",2.4,0,0.6,0,"good"
"5051",2.4,0,0.6,0,"good"
"5052",3,0,5,0,"good"
"5053",0.5,30,0.5,0,"bad"
"5054",0.5,30,0.5,0,"bad"
"5055",0.5,30,0.5,0,"bad"
"5056",0.5,30,0.5,0,"bad"
"5057",0.5,30,0.5,0,"bad"
"5058",2,1,2,0,"good"
"5059",1,0,1,0,"good"
"5060",1,0,1,0,"good"
"5061",1,0,1,0,"good"
"5062",1,0,1,0,"good"
"5063",1,0,1,1,"good"
"5064",1,21,0,0,"medium"
"5065",1,21,0,0,"medium"
"5066",1,0,0,0,"good"
"5067",1,0,0,0,"good"
"5068",1,0,0,0,"good"
"5069",1,0,0,0,"good"
"5070",3,0,5,0,"good"
"5071",3,0,5,0,"good"
"5072",3,0,5,0,"good"
"5073",1.7,3,0.3,0,"good"
"5074",0.9,5,0.1,0,"good"
"5075",0.9,5,0.1,0,"good"
"5076",0.9,5,0.1,0,"good"
"5077",0.9,5,0.1,0,"good"
"5078",0.9,5,0.1,0,"good"
"5079",0.9,5,0.1,0,"good"
"5080",0.9,5,0.1,0,"good"
"5081",0,0,5,0,"good"
"5082",0,0,5,0,"good"
"5083",0,0,5,0,"good"
"5084",0,0,5,0,"good"
"5085",0,0,5,0,"good"
"5086",1.7,3,0.3,0,"good"
"5087",1.7,3,0.3,0,"good"
"5088",1.7,3,0.3,0,"good"
"5089",1.7,3,0.3,0,"good"
"5090",0.5,0,1.5,0,"good"
"5091",0.5,0,1.5,0,"good"
"5092",0.5,0,1.5,0,"good"
"5093",0.5,0,1.5,0,"good"
"5094",0.5,0,1.5,0,"good"
"5095",0.5,0,1.5,0,"good"
"5096",2,17,0,0,"medium"
"5097",1,0,2,0,"good"
"5098",1,0,2,0,"good"
"5099",1,0,2,0,"good"
"5100",8,23,9,0,"medium"
"5101",2,0,0,0,"good"
"5102",2,0,0,0,"good"
"5103",2,0,0,0,"good"
"5104",2,0,0,0,"good"
"5105",3,0,0,0,"good"
"5106",2,52,0,0,"bad"
"5107",2,52,0,0,"bad"
"5108",4,0,2,0,"good"
"5109",4,0,2,0,"good"
"5110",4,0,2,0,"good"
"5111",4,0,2,0,"good"
"5112",3,0,5,0,"good"
"5113",3,0,5,0,"good"
"5114",3,0,5,0,"good"
"5115",3,0,5,0,"good"
"5116",3,0,5,0,"good"
"5117",4,0,2,0,"good"
"5118",3,0,5,0,"good"
"5119",3,0,5,0,"good"
"5120",3,0,5,0,"good"
"5121",3,0,5,1,"good"
"5122",0.5,6,1.5,0,"good"
"5123",0,0,2,0,"good"
"5124",0,0,2,0,"good"
"5125",2,16,0,0,"medium"
"5126",2,16,0,0,"medium"
"5127",0,0,2,0,"good"
"5128",0,0,2,0,"good"
"5129",0.5,6,1.5,0,"good"
"5130",0.5,6,1.5,0,"good"
"5131",0.5,6,1.5,0,"good"
"5132",0.5,6,1.5,0,"good"
"5133",0.5,6,1.5,0,"good"
"5134",0.5,6,1.5,0,"good"
"5135",0.5,6,1.5,0,"good"
"5136",1,11,0,0,"medium"
"5137",2.4,0,0.6,0,"good"
"5138",0.1,0,0,0,"good"
"5139",2,0,0,0,"good"
"5140",1,1,1,0,"good"
"5141",1,1,1,0,"good"
"5142",1,1,1,0,"good"
"5143",3,0,0,0,"good"
"5144",0,0,5,0,"good"
"5145",4,0,2,0,"good"
"5146",3,0,5,0,"good"
"5147",3,0,5,0,"good"
"5148",3,0,5,0,"good"
"5149",3,0,5,0,"good"
"5150",3,0,5,0,"good"
"5151",3,0,5,0,"good"
"5152",3,0,5,0,"good"
"5153",3,0,5,0,"good"
"5154",3,0,5,0,"good"
"5155",3,0,5,0,"good"
"5156",3,0,5,0,"good"
"5157",4,0,2,0,"good"
"5158",4,0,2,0,"good"
"5159",0,19,5,0,"medium"
"5160",0,19,5,0,"medium"
"5161",0,19,5,0,"medium"
"5162",0,19,5,0,"medium"
"5163",0,19,5,0,"medium"
"5164",0,19,5,0,"medium"
"5165",0,19,5,0,"medium"
"5166",0,19,5,1,"medium"
"5167",0,5,0,0,"good"
"5168",0,5,0,0,"good"
"5169",0,5,0,0,"good"
"5170",0,5,0,0,"good"
"5171",1,40,0,0,"bad"
"5172",1,40,0,0,"bad"
"5173",1,11,0,0,"medium"
"5174",0,19,5,0,"medium"
"5175",0,19,5,0,"medium"
"5176",0,0,5,0,"good"
"5177",4,0,6,0,"good"
"5178",4,0,6,0,"good"
"5179",4,0,6,0,"good"
"5180",4,0,6,0,"good"
"5181",4,0,6,0,"good"
"5182",4,0,6,0,"good"
"5183",4,0,6,0,"good"
"5184",4,0,6,0,"good"
"5185",4,0,6,0,"good"
"5186",4,0,6,0,"good"
"5187",4,0,6,0,"good"
"5188",0.6,0,1.1,0,"good"
"5189",0.6,0,1.1,0,"good"
"5190",0.6,0,1.1,0,"good"
"5191",0.6,0,1.1,0,"good"
"5192",1,1,1,0,"good"
"5193",1,1,1,0,"good"
"5194",1,1,1,0,"good"
"5195",1,1,1,0,"good"
"5196",1,1,1,0,"good"
"5197",1,1,1,0,"good"
"5198",1,1,1,0,"good"
"5199",1,1,1,0,"good"
"5200",1,1,1,0,"good"
"5201",1,1,1,0,"good"
"5202",1,1,1,0,"good"
"5203",0.1,0,0.1,0,"good"
"5204",0.1,0,0.1,0,"good"
"5205",4,0,6,0,"good"
"5206",0.6,0,1.1,0,"good"
"5207",0,3,0.5,0,"good"
"5208",0,0,0,0,"good"
"5209",0,0,0,0,"good"
"5210",0,1,1,0,"good"
"5211",0.5,1,1,0,"good"
"5212",0.5,0,0.5,0,"good"
"5213",0.5,0,0.5,0,"good"
"5214",0.5,0,0.5,0,"good"
"5215",0.1,0,0.1,0,"good"
"5216",0.1,0,0.1,0,"good"
"5217",0.1,0,0.1,1,"good"
"5218",0.1,0,0.1,0,"good"
"5219",0.5,0,1.5,0,"good"
"5220",0,6,0,0,"good"
"5221",0,6,0,0,"good"
"5222",0,0,0,0,"good"
"5223",0,0,0,0,"good"
"5224",2,0,4,0,"good"
"5225",2,0,4,0,"good"
"5226",2,0,4,0,"good"
"5227",2,0,4,0,"good"
"5228",2,0,4,0,"good"
"5229",2,0,4,0,"good"
"5230",2,0,4,0,"good"
"5231",2,0,0,0,"good"
"5232",0.5,8,0,0,"good"
"5233",2,3,0,0,"good"
"5234",0,6,1,0,"good"
"5235",0,6,1,0,"good"
"5236",0,6,1,0,"good"
