"","estimation_error","taskisclosed","activityafterdays","class"
"314",0,2,0,"good"
"315",0,2,0,"good"
"316",0,2,0,"good"
"317",0,2,0,"good"
"318",0,1,0,"good"
"319",0,1,0,"good"
"320",0,1,0,"good"
"321",0,1,0,"good"
"322",0,13,0,"medium"
"323",0,13,0,"medium"
"324",0,13,0,"medium"
"325",0,13,0,"medium"
"326",0,12,0,"good"
"327",0,12,0,"good"
"328",0,12,0,"good"
"329",0,12,0,"good"
"330",0,9,0,"good"
"331",0,9,0,"good"
"332",0,9,0,"good"
"333",0,9,0,"good"
"334",0,8,0,"good"
"335",0,8,0,"good"
"336",0,8,0,"good"
"337",0,8,0,"good"
"338",0,14,0,"medium"
"339",0,14,0,"medium"
"340",0,14,0,"medium"
"341",0,14,0,"medium"
"342",0,13,0,"medium"
"343",0,13,0,"medium"
"344",0,14,0,"medium"
"345",0,14,0,"medium"
"346",0,12,0,"good"
"347",0,12,0,"good"
"348",0,12,0,"good"
"349",0,12,0,"good"
"350",0,2,0,"good"
"351",0,2,0,"good"
"352",0,2,0,"good"
"353",0,3,0,"good"
"354",0,3,0,"good"
"355",0,3,0,"good"
"356",0,2,0,"good"
"357",0,2,1,"good"
"358",0,4,0,"good"
"359",0,4,0,"good"
"360",0,4,0,"good"
"361",0,3,0,"good"
"362",0,3,0,"good"
"363",0,3,0,"good"
"364",0,3,0,"good"
"365",0,3,0,"good"
"366",0,3,0,"good"
"367",0,3,0,"good"
"368",0,3,0,"good"
"369",0,3,0,"good"
"370",0,3,0,"good"
"371",0,3,0,"good"
"372",0,3,0,"good"
"373",0,3,0,"good"
"374",0,3,0,"good"
"375",0,3,0,"good"
"376",0,3,0,"good"
"377",0,3,3,"good"
"378",0,2,0,"good"
"379",0,2,0,"good"
"380",0,5,0,"good"
"381",0,5,0,"good"
"382",0,5,0,"good"
"383",0,5,0,"good"
"384",0,5,0,"good"
"385",0,5,0,"good"
"386",0,2,0,"good"
"387",0,2,0,"good"
"388",0,2,0,"good"
"389",0,2,0,"good"
"390",0,5,0,"good"
"391",0,5,0,"good"
"392",0,4,0,"good"
"393",0,4,0,"good"
"394",0,14,0,"medium"
"395",0,14,0,"medium"
"396",0,2,0,"good"
"397",0,2,0,"good"
"398",0,2,0,"good"
"399",0,2,0,"good"
"400",0,1,0,"good"
"401",0,1,0,"good"
"402",0,1,0,"good"
"403",0,1,0,"good"
"404",0,13,0,"medium"
"405",0,13,0,"medium"
"406",0,13,0,"medium"
"407",0,13,0,"medium"
"408",0,12,0,"good"
"409",0,12,0,"good"
"410",0,12,0,"good"
"411",0,12,0,"good"
"412",0,9,0,"good"
"413",0,9,0,"good"
"414",0,9,0,"good"
"415",0,9,0,"good"
"416",0,8,0,"good"
"417",0,8,0,"good"
"418",0,8,0,"good"
"419",0,8,0,"good"
"420",0,14,0,"medium"
"421",0,14,0,"medium"
"422",0,14,0,"medium"
"423",0,14,0,"medium"
"424",0,14,0,"medium"
"425",0,14,0,"medium"
"426",0,13,0,"medium"
"427",0,13,0,"medium"
"428",0,12,0,"good"
"429",0,12,0,"good"
"430",0,12,0,"good"
"431",0,12,0,"good"
"432",0,3,0,"good"
"433",0,3,0,"good"
"434",0,4,0,"good"
"435",0,4,0,"good"
"436",0,0,0,"good"
"437",0,0,0,"good"
"438",0,0,0,"good"
"439",0,1,0,"good"
"440",0,1,0,"good"
"441",0,0,0,"good"
"442",0,1,0,"good"
"443",0,1,0,"good"
"444",0,3,0,"good"
"445",0,3,2,"good"
"446",0,1,0,"good"
"447",0,1,0,"good"
"448",0,1,0,"good"
"449",0,1,0,"good"
"450",0,0,0,"good"
"451",0,0,0,"good"
"452",0,0,0,"good"
"453",0,0,0,"good"
"454",0,2,0,"good"
"455",0,2,0,"good"
"456",0,5,0,"good"
"457",0,5,0,"good"
"458",0,5,0,"good"
"459",0,5,0,"good"
"460",0,5,0,"good"
"461",0,5,0,"good"
"462",0,2,0,"good"
"463",0,2,0,"good"
"464",0,2,0,"good"
"465",0,2,0,"good"
"466",0,4,0,"good"
"467",0,4,0,"good"
"468",0,5,0,"good"
"469",0,5,0,"good"
"470",0,2,0,"good"
"471",0,2,0,"good"
"472",0,2,0,"good"
"473",0,2,0,"good"
"474",0,14,0,"medium"
"475",0,14,0,"medium"
"476",0,1,0,"good"
"477",0,1,0,"good"
"478",0,1,0,"good"
"479",0,1,0,"good"
"480",0,13,0,"medium"
"481",0,13,0,"medium"
"482",0,13,0,"medium"
"483",0,13,0,"medium"
"484",0,12,0,"good"
"485",0,12,0,"good"
"486",0,12,0,"good"
"487",0,12,0,"good"
"488",0,9,0,"good"
"489",0,9,0,"good"
"490",0,9,0,"good"
"491",0,9,0,"good"
"492",0,8,0,"good"
"493",0,8,0,"good"
"494",0,8,0,"good"
"495",0,8,0,"good"
"496",0,14,0,"medium"
"497",0,14,0,"medium"
"498",0,14,0,"medium"
"499",0,14,0,"medium"
"500",0,13,0,"medium"
"501",0,13,0,"medium"
"502",0,14,0,"medium"
"503",0,14,0,"medium"
"504",0,12,0,"good"
"505",0,12,0,"good"
"506",0,12,0,"good"
"507",0,12,0,"good"
"508",0,0,0,"good"
"509",0,0,0,"good"
"510",0,0,0,"good"
"511",0,0,1,"good"
"512",2,5,0,"good"
"513",2,5,0,"good"
"514",0,12,0,"good"
"515",0,12,0,"good"
"516",0,12,0,"good"
"517",0,12,0,"good"
"518",0,14,0,"medium"
"519",0,14,0,"medium"
"520",0,13,0,"medium"
"521",0,13,0,"medium"
"522",0,14,0,"medium"
"523",0,14,0,"medium"
"524",0,14,0,"medium"
"525",0,14,0,"medium"
"526",0,8,0,"good"
"527",0,8,0,"good"
"528",0,8,0,"good"
"529",0,8,0,"good"
"530",0,9,0,"good"
"531",0,9,0,"good"
"532",0,9,0,"good"
"533",0,9,0,"good"
"534",0,12,0,"good"
"535",0,12,0,"good"
"536",0,12,0,"good"
"537",0,12,0,"good"
"538",0,13,0,"medium"
"539",0,13,0,"medium"
"540",0,13,0,"medium"
"541",0,13,0,"medium"
"542",0,1,0,"good"
"543",0,1,0,"good"
"544",0,1,0,"good"
"545",0,1,0,"good"
"546",0,2,0,"good"
"547",0,2,0,"good"
"548",0,14,0,"medium"
"549",0,14,0,"medium"
"550",0,4,0,"good"
"551",0,4,0,"good"
"552",0,2,0,"good"
"553",0,2,0,"good"
"554",0,5,0,"good"
"555",0,5,0,"good"
"556",0,5,0,"good"
"557",0,5,0,"good"
"558",0,0,0,"good"
"559",0,0,0,"good"
"560",0,1,0,"good"
"561",0,1,0,"good"
"562",0,3,0,"good"
"563",0,3,0,"good"
"564",0,1,0,"good"
"565",0,1,0,"good"
"566",0,3,0,"good"
"567",0,3,0,"good"
"568",0,1,0,"good"
"569",0,1,0,"good"
"570",0,0,0,"good"
"571",0,0,0,"good"
"572",0,0,0,"good"
"573",0,0,0,"good"
"574",0,2,0,"good"
"575",0,2,0,"good"
"576",0,5,0,"good"
"577",0,5,0,"good"
"578",0,5,0,"good"
"579",0,5,0,"good"
"580",0,5,0,"good"
"581",0,5,0,"good"
"582",0,2,0,"good"
"583",0,2,0,"good"
"584",0,2,0,"good"
"585",0,2,0,"good"
"586",0,5,0,"good"
"587",0,5,0,"good"
"588",0,4,0,"good"
"589",0,4,0,"good"
"590",0,2,0,"good"
"591",0,2,0,"good"
"592",0,2,0,"good"
"593",0,2,0,"good"
"594",0,14,0,"medium"
"595",0,14,0,"medium"
"596",0,1,0,"good"
"597",0,1,0,"good"
"598",0,1,0,"good"
"599",0,1,0,"good"
"600",0,13,0,"medium"
"601",0,13,0,"medium"
"602",0,13,0,"medium"
"603",0,13,0,"medium"
"604",0,12,0,"good"
"605",0,12,0,"good"
"606",0,12,0,"good"
"607",0,12,0,"good"
"608",0,9,0,"good"
"609",0,9,0,"good"
"610",0,9,0,"good"
"611",0,9,0,"good"
"612",0,8,0,"good"
"613",0,8,0,"good"
"614",0,8,0,"good"
"615",0,8,0,"good"
"616",0,14,0,"medium"
"617",0,14,0,"medium"
"618",0,14,0,"medium"
"619",0,14,0,"medium"
"620",0,13,0,"medium"
"621",0,13,0,"medium"
"622",0,14,0,"medium"
"623",0,14,0,"medium"
"624",0,12,0,"good"
"625",0,12,0,"good"
"626",0,12,0,"good"
"627",0,12,0,"good"
"628",0,13,0,"medium"
"629",0,13,0,"medium"
"630",0,12,0,"good"
"631",0,12,0,"good"
"632",0,12,0,"good"
"633",0,12,0,"good"
"634",0,9,0,"good"
"635",0,9,0,"good"
"636",0,9,0,"good"
"637",0,9,0,"good"
"638",0,8,0,"good"
"639",0,8,0,"good"
"640",0,8,0,"good"
"641",0,8,0,"good"
"642",0,14,0,"medium"
"643",0,14,0,"medium"
"644",0,14,0,"medium"
"645",0,14,0,"medium"
"646",0,14,0,"medium"
"647",0,14,0,"medium"
"648",0,13,0,"medium"
"649",0,13,0,"medium"
"650",0,12,0,"good"
"651",0,12,0,"good"
"652",0,12,0,"good"
"653",0,12,0,"good"
"654",0,0,0,"good"
"655",0,0,0,"good"
"656",0,3,0,"good"
"657",0,3,0,"good"
"658",0,3,0,"good"
"659",0,3,0,"good"
"660",0,12,0,"good"
"661",0,12,0,"good"
"662",0,12,0,"good"
"663",0,12,0,"good"
"664",0,0,0,"good"
"665",0,0,0,"good"
"666",0,13,0,"medium"
"667",0,13,0,"medium"
"668",0,14,0,"medium"
"669",0,14,0,"medium"
"670",0,14,0,"medium"
"671",0,14,0,"medium"
"672",0,2,0,"good"
"673",0,2,0,"good"
"674",0,9,0,"good"
"675",0,9,0,"good"
"676",0,9,0,"good"
"677",0,9,0,"good"
"678",0,13,0,"medium"
"679",0,13,0,"medium"
"680",0,0,0,"good"
"681",0,0,0,"good"
"682",0,12,0,"good"
"683",0,12,0,"good"
"684",0,12,0,"good"
"685",0,12,0,"good"
"686",0,13,0,"medium"
"687",0,13,0,"medium"
"688",0,13,0,"medium"
"689",0,13,0,"medium"
"690",0,1,0,"good"
"691",0,1,0,"good"
"692",0,1,0,"good"
"693",0,1,0,"good"
"694",0,8,0,"good"
"695",0,8,0,"good"
"696",0,8,0,"good"
"697",0,8,0,"good"
"698",0,13,0,"medium"
"699",0,13,0,"medium"
"700",0,0,0,"good"
"701",0,0,0,"good"
"702",0,14,0,"medium"
"703",0,14,0,"medium"
"704",0,4,0,"good"
"705",0,4,0,"good"
"706",0,5,0,"good"
"707",0,5,0,"good"
"708",0,2,0,"good"
"709",0,2,0,"good"
"710",0,2,0,"good"
"711",0,2,0,"good"
"712",0,2,0,"good"
"713",0,2,0,"good"
"714",0,8,0,"good"
"715",0,8,0,"good"
"716",0,13,0,"medium"
"717",0,13,0,"medium"
"718",0,0,0,"good"
"719",0,0,0,"good"
"720",0,14,0,"medium"
"721",0,14,0,"medium"
"722",0,5,0,"good"
"723",0,5,0,"good"
"724",0,2,0,"good"
"725",0,2,0,"good"
"726",0,5,0,"good"
"727",0,5,0,"good"
"728",0,8,0,"good"
"729",0,8,0,"good"
"730",0,13,0,"medium"
"731",0,13,0,"medium"
"732",0,0,0,"good"
"733",0,0,0,"good"
"734",0,5,0,"good"
"735",0,5,0,"good"
"736",0,2,0,"good"
"737",0,2,0,"good"
"738",0,8,0,"good"
"739",0,8,0,"good"
"740",0,13,0,"medium"
"741",0,13,0,"medium"
"742",0,0,0,"good"
"743",0,0,0,"good"
"744",0,1,0,"good"
"745",0,1,0,"good"
"746",0,0,0,"good"
"747",0,0,0,"good"
"748",0,0,0,"good"
"749",0,0,0,"good"
"750",0,1,0,"good"
"751",0,1,0,"good"
"752",0,8,0,"good"
"753",0,8,0,"good"
"754",0,13,0,"medium"
"755",0,13,0,"medium"
"756",0,3,0,"good"
"757",0,3,0,"good"
"758",0,8,0,"good"
"759",0,8,0,"good"
"760",0,1,0,"good"
"761",0,1,0,"good"
"762",0,3,0,"good"
"763",0,3,0,"good"
"764",0,13,0,"medium"
"765",0,13,0,"medium"
"766",0,2,0,"good"
"767",0,2,0,"good"
"768",0,0,0,"good"
"769",0,0,0,"good"
"770",0,3,0,"good"
"771",0,3,0,"good"
"772",0,3,0,"good"
"773",0,3,0,"good"
"774",0,1,0,"good"
"775",0,1,0,"good"
"776",0,2,0,"good"
"777",0,2,0,"good"
"778",0,14,0,"medium"
"779",0,14,0,"medium"
"780",0,5,0,"good"
"781",0,5,0,"good"
"782",0,5,0,"good"
"783",0,5,0,"good"
"784",0,2,0,"good"
"785",0,2,0,"good"
"786",0,2,0,"good"
"787",0,2,0,"good"
"788",0,0,0,"good"
"789",0,0,0,"good"
"790",0,4,0,"good"
"791",0,4,0,"good"
"792",0,0,0,"good"
"793",0,0,0,"good"
"794",0,5,0,"good"
"795",0,5,0,"good"
"796",0,5,0,"good"
"797",0,5,0,"good"
"798",0,4,0,"good"
"799",0,4,0,"good"
"800",0,14,0,"medium"
"801",0,14,0,"medium"
"802",0,8,0,"good"
"803",0,8,0,"good"
"804",0,8,0,"good"
"805",0,8,0,"good"
"806",0,8,0,"good"
"807",0,8,0,"good"
"808",0,14,0,"medium"
"809",0,14,0,"medium"
"810",0,8,0,"good"
"811",0,8,0,"good"
"812",0,14,0,"medium"
"813",0,14,0,"medium"
"814",0,8,0,"good"
"815",0,8,0,"good"
"816",0,9,0,"good"
"817",0,9,0,"good"
"818",0,9,0,"good"
"819",0,9,0,"good"
"820",0,2,0,"good"
"821",0,2,0,"good"
"822",0,1,0,"good"
"823",0,1,0,"good"
"824",0,1,0,"good"
"825",0,1,0,"good"
"826",0,13,0,"medium"
"827",0,13,0,"medium"
"828",0,13,0,"medium"
"829",0,13,0,"medium"
"830",0,12,0,"good"
"831",0,12,0,"good"
"832",0,12,0,"good"
"833",0,12,0,"good"
"834",0,12,0,"good"
"835",0,12,0,"good"
"836",0,12,0,"good"
"837",0,12,0,"good"
"838",0,14,0,"medium"
"839",0,14,0,"medium"
"840",0,14,0,"medium"
"841",0,14,0,"medium"
"842",0,12,0,"good"
"843",0,12,0,"good"
"844",0,12,0,"good"
"845",0,12,0,"good"
"846",0,1,0,"good"
"847",0,8,0,"good"
"848",0,14,0,"medium"
"849",0,8,0,"good"
"850",0,14,0,"medium"
"851",0,14,0,"medium"
"852",0,9,0,"good"
"853",0,9,0,"good"
"854",0,9,0,"good"
"855",0,12,0,"good"
"856",0,12,0,"good"
"857",0,13,0,"medium"
"858",0,2,0,"good"
"859",0,14,0,"medium"
"860",0,5,0,"good"
"861",0,5,0,"good"
"862",0,2,0,"good"
"863",0,5,0,"good"
"864",0,2,0,"good"
"865",0,5,0,"good"
"866",0,4,0,"good"
"867",0,0,0,"good"
"868",0,0,0,"good"
"869",0,1,0,"good"
"870",0,3,0,"good"
"871",0,3,0,"good"
"872",0,6,0,"good"
"873",0,6,0,"good"
"874",0,3,0,"good"
"875",0,3,0,"good"
"876",0,1,0,"good"
"877",0,13,0,"medium"
"878",0,8,0,"good"
"879",0,14,0,"medium"
"880",0,8,0,"good"
"881",0,13,0,"medium"
"882",0,12,0,"good"
"883",0,14,0,"medium"
"884",0,12,0,"good"
"885",0,14,0,"medium"
"886",0,9,0,"good"
"887",0,9,0,"good"
"888",0,12,0,"good"
"889",0,1,0,"good"
"890",0,12,0,"good"
"891",0,13,0,"medium"
"892",0,2,0,"good"
"893",0,14,0,"medium"
"894",0,2,0,"good"
"895",0,5,0,"good"
"896",0,5,0,"good"
"897",0,2,0,"good"
"898",0,2,0,"good"
"899",0,5,0,"good"
"900",0,2,0,"good"
"901",0,1,0,"good"
"902",0,5,0,"good"
"903",0,4,0,"good"
"904",0,0,0,"good"
"905",0,0,0,"good"
"906",0,0,0,"good"
"907",0,1,3,"good"
"908",0,3,0,"good"
"909",0,3,1,"good"
"910",0,0,0,"good"
"911",0,0,0,"good"
"912",7,1,0,"good"
"913",7,1,0,"good"
"914",0,0,0,"good"
"915",0,0,0,"good"
"916",2,1,0,"good"
"917",2,1,0,"good"
"918",0,3,0,"good"
"919",0,3,0,"good"
"920",0,3,0,"good"
"921",0,3,0,"good"
"922",0,2,0,"good"
"923",0,2,0,"good"
"924",0,6,0,"good"
"925",0,6,0,"good"
"926",0,6,0,"good"
"927",0,0,0,"good"
"928",0,0,0,"good"
"929",0,2,0,"good"
"930",0,3,0,"good"
"931",0,3,0,"good"
"932",0,0,0,"good"
"933",0,0,0,"good"
"934",0,0,0,"good"
"935",0,0,0,"good"
"936",0,0,0,"good"
"937",0,0,0,"good"
"938",0,0,0,"good"
"939",0,0,0,"good"
"940",0,0,0,"good"
"941",0,0,0,"good"
"942",0,0,0,"good"
"943",0,0,0,"good"
"944",0,6,0,"good"
"945",0,6,0,"good"
"946",0,6,0,"good"
"947",0,6,0,"good"
"948",0,3,0,"good"
"949",0,3,0,"good"
"950",0,3,0,"good"
"951",0,3,0,"good"
"952",0,3,0,"good"
"953",0,3,0,"good"
"954",0,6,0,"good"
"955",0,6,0,"good"
"956",0,2,0,"good"
"957",0,2,0,"good"
"958",0,2,0,"good"
"959",0,2,0,"good"
"960",0,6,0,"good"
"961",0,6,0,"good"
"962",0,3,0,"good"
"963",0,3,0,"good"
"964",0,3,0,"good"
"965",0,3,0,"good"
"966",0,6,0,"good"
"967",0,3,0,"good"
"968",0,0,0,"good"
"969",0,0,0,"good"
"970",0,2,0,"good"
"971",0,3,2,"good"
"972",7,1,0,"good"
"973",2,1,0,"good"
"974",7,1,0,"good"
"975",2,1,0,"good"
"976",7,1,0,"good"
"977",2,1,2,"good"
"978",0,6,0,"good"
"979",0,6,0,"good"
"980",0,6,0,"good"
"981",0,6,0,"good"
"982",0,6,4,"good"
"983",0,2,0,"good"
"984",0,2,0,"good"
"985",0,0,0,"good"
"986",0,0,0,"good"
"987",0,0,0,"good"
"988",0,0,0,"good"
"989",0,2,0,"good"
"990",0,2,1,"good"
"991",0,6,0,"good"
"992",0,6,1,"good"
"993",0,0,0,"good"
"994",0,0,0,"good"
"995",0,0,0,"good"
"996",0,0,0,"good"
"997",0,0,0,"good"
"998",0,0,0,"good"
"999",0,0,0,"good"
"1000",0,0,0,"good"
"1001",0,0,0,"good"
"1002",0,0,0,"good"
"1003",0,2,0,"good"
"1004",0,2,0,"good"
"1005",0,0,0,"good"
"1006",0,0,0,"good"
"1007",0,2,3,"good"
"1008",0,0,0,"good"
"1009",0,0,0,"good"
"1010",0,0,0,"good"
"1011",0,0,0,"good"
"1012",0,0,0,"good"
"1013",0,0,0,"good"
"1014",0,0,0,"good"
"1015",0,0,0,"good"
"1016",0,0,0,"good"
"1017",0,0,0,"good"
"1018",0,0,0,"good"
"1019",0,0,0,"good"
"1020",0,2,0,"good"
"1021",0,2,0,"good"
"1022",0,2,0,"good"
"1023",0,2,0,"good"
"1024",0,2,0,"good"
"1025",0,3,0,"good"
"1026",0,3,0,"good"
"1027",0,3,0,"good"
"1028",0,3,0,"good"
"1029",0,3,0,"good"
"1030",0,3,0,"good"
"1031",0,2,0,"good"
"1032",0,2,0,"good"
"1033",0,2,0,"good"
"1034",0,2,0,"good"
"1035",0,2,0,"good"
"1036",0,2,0,"good"
"1037",0,0,0,"good"
"1038",0,0,0,"good"
"1039",0,0,2,"good"
"1040",0,0,0,"good"
"1041",0,0,0,"good"
"1042",0,0,0,"good"
"1043",0,0,0,"good"
"1044",0,0,0,"good"
"1045",0,0,0,"good"
"1046",0,0,0,"good"
"1047",0,0,1,"good"
"1048",0,3,0,"good"
"1049",0,3,0,"good"
"1050",0,3,0,"good"
"1051",0,3,0,"good"
"1052",0,0,0,"good"
"1053",0,0,0,"good"
